Programme_ID,Programme_name,School_Name,Specialization,Programme_requirement,Programme_Duration,Program_Format,Tuition,Study_Format,University_Type,Country,location,Number_of_Campuses,Established_in_the_year,Ranking_details,University_Website,Program_Category ,Program_Specialization,Total_Number_of_Programs,Document_Requirements,Eligibility_Criteria,Number_of_Nationalities_studying,Fee_Range,Applications_Fees,Intake_details,Online_Programs_Available,USPs_of_the_university,Pathway_Available,Student_ID,Undergraduate_GPA,GRE_Score,TOEFL_Score,Major,Research_Experience,Career_Aspiration
10011,MASTER OF COMPUTER APPLICATIONS (MCA),Manipal University Jaipur,Tech,"Passed B.C.A/ B.Sc. (Computer Science)/ B.Sc. (IT) / B.E. (CSE)/ B.Tech. (CSE) / B.E. (IT) / B.Tech. (IT) or equivalent Degree.
OR
Passed any graduation degree (e.g.: B.E. / B.Tech. / B.Sc / B.Com. / B.A./ B. Voc./ etc.,) preferably with Mathematics at 10+2 level or at Graduation level Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying examination. (for students having no Mathematics background compulsory bridge course will be framed by the respective University/ Institution and additional bridge courses related to computer subjects as per the norms of the concerned University).",2 years,Not available,"$10,000",Online,Private,India,Jaipur in Rajasthan,1,2011,#1 best in online MBA in India,jaipur.manipal.edu,"Masters, Bachelors and Diploma","Engineering, Business, Design, Arts and 
Humanities",52,"High school/Degree certificate and transcript, International passport, Resume, 2years work experience proof [Masters]",A 10+2 and a minimum 50% marks,60,"15,000 - 45,000$",NA,January and september,Yes,1: Best for online programs in India 2: Learn from any where in the world 3: Get a certificate that can be use any where,NA,112,3.7,320.00,115,Computer Engineering,Yes,Cybersecurity Analyst
10012,Master of Public Health,Arden University,Healthcare,"A bachelor’s degree or equivalent at 2:2 level
Individuals who have HND/HNC/Dip HE, with three to four years strong professional work experience with evidence of managerial/supervisory responsibilities are also encouraged to apply
IELTS 6.5 (no less than 6.0 in any element); or TOEFL iBT 90; or equivalent
Alternatively, evidence you have previously studied in English, such as a letter to show that the Medium of Instruction was in English, can be accepted.",1 year,Full time/blended learning,"On campus: €15,000

Online: €10,550",On-campus,Private,GERMANY,"BERLIN, GERMANY",1,1990,WORLD QS 8874,https://arden.ac.uk/,Bachelors and Masters,"Science, Business",33,"HIGH SCHOOL/DEGREE CERTIFICATE AND TRANSCRIPT, INTERNATIONAL PASSPORT, CV, PERSONAL STATEMENT, IELTS,",A CGPA OF 2.00,All Nationalities,"15,000 EURO",,"APRIL, MARCH, SEPTEMBER, OCTOBER",YES,1: Offers a fexible study timeline 2: Work and study option 3: Student can get a post study work permit in Germany after gratuation,NO,558,3.9,325.00,120,Biomedical Engineering,Yes,Biomechanist
10013,MSc Business Psychology,Arden University,Business,"A UK Honours Degree at a minimum of second class (2.2) or equivalent, that is related to the field of psychology, social science or business (if you want to progress to Stage 2 training in Occupational Psychology this needs to be a BPS accredited undergraduate degree in Psychology)
In the absence of a UK Honours Degree, professional work experience that is relevant to business psychology will be considered on a case-by-case basis.
A maths qualification or equivalent to at least Grade C at GCSE.
In the absence of evidence of a GCSE or equivalent in mathematics applicants will be able to complete an assessment-free module before the start of the course to substitute for this.",1 year,Part-time,"€10,550",Online,Private,GERMANY,"BERLIN, GERMANY",1,1990,WORLD QS 8875,https://arden.ac.uk/,Bachelors and Masters,"Science, Business",33,"HIGH SCHOOL/DEGREE CERTIFICATE AND TRANSCRIPT, INTERNATIONAL PASSPORT, CV, PERSONAL STATEMENT, IELTS,",A CGPA OF 2.01,All Nationalities,"15,000 EURO",,"APRIL, MARCH, SEPTEMBER, OCTOBER",YES,1: Offers a fexible study timeline 2: Work and study option 3: Student can get a post study work permit in Germany after gratuation,NO,480,3.5,310.00,108,Political Science,No,Diplomat
10014,MSc Global Health Management,Arden University,Healthcare,"A UK bachelor’s degree or equivalent at 2:2 level
Individuals who have HND/HNC/Dip HE, with three to four years strong professional work experience with evidence of managerial/supervisory responsibilities are also encouraged to apply
IELTS 6.5 (no less than 6.0 in any element); or TOEFL iBT 90; or equivalent
Alternatively, evidence you have previously studied in English, such as a letter to show that the Medium of Instruction was in English, can be accepted.",1 year,Part-time,"€10,550",Online & On-campus,Private,GERMANY,"BERLIN, GERMANY",1,1990,WORLD QS 8876,https://arden.ac.uk/,Bachelors and Masters,"Science, Business",33,"HIGH SCHOOL/DEGREE CERTIFICATE AND TRANSCRIPT, INTERNATIONAL PASSPORT, CV, PERSONAL STATEMENT, IELTS,",A CGPA OF 2.02,All Nationalities,"15,000 EURO",,"APRIL, MARCH, SEPTEMBER, OCTOBER",YES,1: Offers a fexible study timeline 2: Work and study option 3: Student can get a post study work permit in Germany after gratuation,NO,981,3.6,315.00,105,Digital Marketing,Yes,Digital Marketer
10015,MSc Project Management,Arden University,Business,"A UK Honours Degree at a minimum of second class (2:2) or equivalent. Some of our students decide to join us straight after they complete their undergraduate studies.
Or, for those joining us after time in the workplace, we recommend that they have five years of experience as a manager of people or projects.",1 year,Full time/blended learning,"On campus: €15,000

Online: €10,550",Online & On-campus,Private,GERMANY,"BERLIN, GERMANY",1,1990,WORLD QS 8877,https://arden.ac.uk/,Bachelors and Masters,"Science, Business",33,"HIGH SCHOOL/DEGREE CERTIFICATE AND TRANSCRIPT, INTERNATIONAL PASSPORT, CV, PERSONAL STATEMENT, IELTS,",A CGPA OF 2.03,All Nationalities,"15,000 EURO",,"APRIL, MARCH, SEPTEMBER, OCTOBER",YES,1: Offers a fexible study timeline 2: Work and study option 3: Student can get a post study work permit in Germany after gratuation,NO,830,3.7,322.00,115,Sociology,No,Social Worker
10016,MSc Data Science,Arden University,Science,"A 2.2 Honours degree in a numerate subject where many of the modules were mathematics-based. Examples include, but are not limited to maths, finance, computing, science, and engineering.
Or an equivalent 2.2 Honours degree with 18 months of relevant computing work experience.",1 year,Full time/blended learning,"On campus: €15,000

Online: €10,550",Online & On-campus,Private,GERMANY,"BERLIN, GERMANY",1,1990,WORLD QS 8878,https://arden.ac.uk/,Bachelors and Masters,"Science, Business",33,"HIGH SCHOOL/DEGREE CERTIFICATE AND TRANSCRIPT, INTERNATIONAL PASSPORT, CV, PERSONAL STATEMENT, IELTS,",A CGPA OF 2.04,All Nationalities,"15,000 EURO",,"APRIL, MARCH, SEPTEMBER, OCTOBER",YES,1: Offers a fexible study timeline 2: Work and study option 3: Student can get a post study work permit in Germany after gratuation,NO,653,3.4,305.00,102,Business Administration,Yes,Financial Analyst
10017,MSc Accounting and Finance,Arden University,Business,"A completed undergraduate (bachelor’s) degree or degree apprenticeship in a business-related field, although other degree subjects may be considered eligible (with some prior subject knowledge of accounting and finance).",1 year,Part-time,"Online: £10,550",Online,Private,GERMANY,"BERLIN, GERMANY",1,1990,WORLD QS 8879,https://arden.ac.uk/,Bachelors and Masters,"Science, Business",33,"HIGH SCHOOL/DEGREE CERTIFICATE AND TRANSCRIPT, INTERNATIONAL PASSPORT, CV, PERSONAL STATEMENT, IELTS,",A CGPA OF 2.05,All Nationalities,"15,000 EURO",,"APRIL, MARCH, SEPTEMBER, OCTOBER",YES,1: Offers a fexible study timeline 2: Work and study option 3: Student can get a post study work permit in Germany after gratuation,NO,628,3.8,335.00,122,Civil Engineering,Yes,Engineer
10018,MSc Accounting and Finance (Top-Up),Arden University,Business,"Fully qualified as a member of a professional accounting body (such as the ACCA, CIMA, ICAEW, or equivalent professional body) within the past ten years.",1 year,Part-time,"Online: £3,850",On-campus,Private,GERMANY,"BERLIN, GERMANY",1,1990,WORLD QS 8880,https://arden.ac.uk/,Bachelors and Masters,"Science, Business",33,"HIGH SCHOOL/DEGREE CERTIFICATE AND TRANSCRIPT, INTERNATIONAL PASSPORT, CV, PERSONAL STATEMENT, IELTS,",A CGPA OF 2.06,All Nationalities,"15,000 EURO",,"APRIL, MARCH, SEPTEMBER, OCTOBER",YES,1: Offers a fexible study timeline 2: Work and study option 3: Student can get a post study work permit in Germany after gratuation,NO,763,3.6,318.00,110,Anthropology,No,Anthropologist
10019,Strategic Digital Marketing,Arden University,Business,"A UK bachelor’s degree at a minimum of second class (2.2) or equivalent
Individuals who have HND/HNC/Dip HE, with three to four years strong professional work experience with evidence of managerial/supervisory responsibilities are also encouraged to apply.",1 year - 1+,Full time/blended learning,"On campus: €15,000

Online: €10,550",On-campus,Private,GERMANY,"BERLIN, GERMANY",1,1990,WORLD QS 8881,https://arden.ac.uk/,Bachelors and Masters,"Science, Business",33,"HIGH SCHOOL/DEGREE CERTIFICATE AND TRANSCRIPT, INTERNATIONAL PASSPORT, CV, PERSONAL STATEMENT, IELTS,",A CGPA OF 2.07,All Nationalities,"15,000 EURO",,"APRIL, MARCH, SEPTEMBER, OCTOBER",YES,1: Offers a fexible study timeline 2: Work and study option 3: Student can get a post study work permit in Germany after gratuation,NO,389,3.7,320.00,115,Linguistics,Yes,Computational linguist
223344,Master of Professional Studies in Business Administration (MPS-BA),Alte University,Business,"Have a bachelor's degree or equivalent Academic degree
Passing the Common Master's Degree
Proficiency in English (B2 level) as evidenced by English language test results / Certificate of Appropriate Level
At least two years of managerial experience is required.",1 year,Full time,"$1,100.67 (2900 GEL)",Online & On-campus,Private,Georgia,Tbilisi,"4 - Business School, International School of Medicine, School of Law, IT School and School of Humanities and Social Sciences.",2002,"Country Rank - 2 ,World Rank - 10982",https://alte.ge/en/university,undergraduate and graduate,"Psychology,Law,Dentistry,Medical 
doctor,International Relations,Toursism and Hospitality",12 academic programs,"Application Form,passport (with a valid expiration date); Full university transcript (make sure to submit a signed and stamped version), NEET Score card and Health report for Medical, Migration Certificate,TC,Photo","17yrs old, 10+2 education, 50% Marks in (PCB Subjects),NEET ,IELTS or TOFL",12 Countries,"Medicine – $ 5,000 / Yearly Dentistry – $ 4,500 / Yearly, Bachelors- $2950/Yealy",$180 (for transfer students only) $100 (for first year applicants),Sep- March,No,"English Taught Programs,Finest MBBS program accessible while paying a low cost fees, top-notch practical education,Opportunities for Research,",,764,3.5,310.00,108,Education,No,School psychologist
10020,MSc International Business Management,University Of Europe For Applied Sciences,Business,"- Application form
- High School Diploma / Certificate
- Undergraduate degree (Bachelor’s, MBA, or Master)
- Language Proficiency* (or request to waive**)
- CV
- Copy of Passport
- Letter of motivation
- Non-EU applicants only: €3,000 deposit (This reservation fee will be deducted from the total amount of study fees)",1 - 2 year,Full time,"€10,938",Online & On-campus,Private,Germany,Berlin,"5- Berlin, Hamburg, Iserlohn and the UE Innovation Hub and new launch in Dubai",2000,147th in Germany and the 2552nd in the world.,https://www.ue-germany.com/,"Bachelors and Master Programs(MSc,MA)","Physochology,Business & Sports, Media and Event and Art & Design",25,"A resume or CV Photos Proof of English proficiency Application form along with the fee A cover letter A letter of motivation - 500 words High school graduation certificate High school transcripts A xerox of the passport A portfolio of your design to study design. If the applicants have low academic or entrance scores, they must submit a letter of recommendation from the last attended university.",IELTS band score from 6 Qualify for the entrance examination. Pass a personal interview round. Either hold a Bachelor's certificate with a margin of 180 ECTS scores or 2.5 grades.,100,"Bachelors- 12,500 € per year, Masters- 13,500 € yearly for the 90 ECTS and 120 ECTS versions, and 14,300 € yearly for the 60 ECTS version.",€ 5-50,September-March,Yes,"Wide range of programs in English 
Language,practice-oriented environment,Part of the largest university network",,651,3.8,330.00,120,Architecture,Yes,Architect
100162213,Master of Science in Statistics,University Of Europe For Applied Sciences,Tech,"- Application form
- High School Diploma / Certificate
- Undergraduate degree (Bachelor’s, MBA, or Master)
- Language Proficiency* (or request to waive**)
- CV
- Copy of Passport
- Letter of motivation
- Non-EU applicants only: €3,000 deposit (This reservation fee will be deducted from the total amount of study fees)",1 - 2 year,Full time,"€10,938",On-campus,Private,Germany,Berlin,"5- Berlin, Hamburg, Iserlohn and the UE Innovation Hub and new launch in Dubai",2000,147th in Germany and the 2552nd in the world.,https://www.ue-germany.com/,"Bachelors and Master Programs(MSc,MA)","Physochology,Business & Sports, Media and Event and Art & Design",25,"A resume or CV Photos Proof of English proficiency Application form along with the fee A cover letter A letter of motivation - 500 words High school graduation certificate High school transcripts A xerox of the passport A portfolio of your design to study design. If the applicants have low academic or entrance scores, they must submit a letter of recommendation from the last attended university.",IELTS band score from 6 Qualify for the entrance examination. Pass a personal interview round. Either hold a Bachelor's certificate with a margin of 180 ECTS scores or 2.5 grades.,100,"Bachelors- 12,500 € per year, Masters- 13,500 € yearly for the 90 ECTS and 120 ECTS versions, and 14,300 € yearly for the 60 ECTS version.",€ 5-51,September-March,Yes,"Wide range of programs in English 
Language,practice-oriented environment,Part of the largest university network",,482,3.6,315.00,105,Public Health,Yes,Epidemiologist
1002122,MSc Marketing Management,University Of Europe For Applied Sciences,Business,"- Application form
- High School Diploma / Certificate
- Undergraduate degree (Bachelor’s, MBA, or Master)
- Language Proficiency* (or request to waive**)
- CV
- Copy of Passport
- Letter of motivation
- Non-EU applicants only: €3,000 deposit (This reservation fee will be deducted from the total amount of study fees)",1 - 2 year,Full time,"€10,938",Online,Private,Germany,Berlin,"5- Berlin, Hamburg, Iserlohn and the UE Innovation Hub and new launch in Dubai",2000,147th in Germany and the 2552nd in the world.,https://www.ue-germany.com/,"Bachelors and Master Programs(MSc,MA)","Physochology,Business & Sports, Media and Event and Art & Design",25,"A resume or CV Photos Proof of English proficiency Application form along with the fee A cover letter A letter of motivation - 500 words High school graduation certificate High school transcripts A xerox of the passport A portfolio of your design to study design. If the applicants have low academic or entrance scores, they must submit a letter of recommendation from the last attended university.",IELTS band score from 6 Qualify for the entrance examination. Pass a personal interview round. Either hold a Bachelor's certificate with a margin of 180 ECTS scores or 2.5 grades.,100,"Bachelors- 12,500 € per year, Masters- 13,500 € yearly for the 90 ECTS and 120 ECTS versions, and 14,300 € yearly for the 60 ECTS version.",€ 5-52,September-March,Yes,"Wide range of programs in English 
Language,practice-oriented environment,Part of the largest university network",,342,3.7,322.00,115,Philosophy,No,Philanthropist
10022443,MA Innovation Design Management,University Of Europe For Applied Sciences,Business,"- Application form
- High School Diploma / Certificate
- Undergraduate degree (Bachelor’s, MBA, or Master)
- Language Proficiency* (or request to waive**)
- CV
- Copy of Passport
- Letter of motivation
- Non-EU applicants only: €3,000 deposit (This reservation fee will be deducted from the total amount of study fees)",1 - 2 year,Full time,"€10,938",On-campus,Private,Germany,Berlin,"5- Berlin, Hamburg, Iserlohn and the UE Innovation Hub and new launch in Dubai",2000,147th in Germany and the 2552nd in the world.,https://www.ue-germany.com/,"Bachelors and Master Programs(MSc,MA)","Physochology,Business & Sports, Media and Event and Art & Design",25,"A resume or CV Photos Proof of English proficiency Application form along with the fee A cover letter A letter of motivation - 500 words High school graduation certificate High school transcripts A xerox of the passport A portfolio of your design to study design. If the applicants have low academic or entrance scores, they must submit a letter of recommendation from the last attended university.",IELTS band score from 6 Qualify for the entrance examination. Pass a personal interview round. Either hold a Bachelor's certificate with a margin of 180 ECTS scores or 2.5 grades.,100,"Bachelors- 12,500 € per year, Masters- 13,500 € yearly for the 90 ECTS and 120 ECTS versions, and 14,300 € yearly for the 60 ECTS version.",€ 5-53,September-March,Yes,"Wide range of programs in English 
Language,practice-oriented environment,Part of the largest university network",,302,3.4,305.00,102,Film Studies,Yes,Film Producer
1002321342,MSc International Public Health Management,University Of Europe For Applied Sciences,Healthcare,"- Application form
- High School Diploma / Certificate
- Undergraduate degree (Bachelor’s, MBA, or Master)
- Language Proficiency* (or request to waive**)
- CV
- Copy of Passport
- Letter of motivation
- Non-EU applicants only: €3,000 deposit (This reservation fee will be deducted from the total amount of study fees)",1 - 2 year,Full time,"€10,938",On-campus,Private,Germany,Berlin,"5- Berlin, Hamburg, Iserlohn and the UE Innovation Hub and new launch in Dubai",2000,147th in Germany and the 2552nd in the world.,https://www.ue-germany.com/,"Bachelors and Master Programs(MSc,MA)","Physochology,Business & Sports, Media and Event and Art & Design",25,"A resume or CV Photos Proof of English proficiency Application form along with the fee A cover letter A letter of motivation - 500 words High school graduation certificate High school transcripts A xerox of the passport A portfolio of your design to study design. If the applicants have low academic or entrance scores, they must submit a letter of recommendation from the last attended university.",IELTS band score from 6 Qualify for the entrance examination. Pass a personal interview round. Either hold a Bachelor's certificate with a margin of 180 ECTS scores or 2.5 grades.,100,"Bachelors- 12,500 € per year, Masters- 13,500 € yearly for the 90 ECTS and 120 ECTS versions, and 14,300 € yearly for the 60 ECTS version.",€ 5-54,September-March,Yes,"Wide range of programs in English 
Language,practice-oriented environment,Part of the largest university network",,281,3.8,335.00,122,Geology,Yes,Environmental Geologist
334455,Executive Master of Business Administration (EMBA),University Of Europe For Applied Sciences,Business,"Application form
High School Diploma / Certificate
Undergraduate degree (Bachelor’s minimum 180 ECTS)
Language Proficiency* (or request to waive**)
CV
Copy of Passport
Letter of motivation
Non-EU applicants only: €3,000 deposit (This reservation fee will be deducted from the total amount of study fees)
Work experience certificate (1-year full-time work experience required)",2 years,Full time,"€13,500",On-campus,Private,Germany,Berlin,"5- Berlin, Hamburg, Iserlohn and the UE Innovation Hub and new launch in Dubai",2000,147th in Germany and the 2552nd in the world.,https://www.ue-germany.com/,"Bachelors and Master Programs(MSc,MA)","Physochology,Business & Sports, Media and Event and Art & Design",25,"A resume or CV Photos Proof of English proficiency Application form along with the fee A cover letter A letter of motivation - 500 words High school graduation certificate High school transcripts A xerox of the passport A portfolio of your design to study design. If the applicants have low academic or entrance scores, they must submit a letter of recommendation from the last attended university.",IELTS band score from 6 Qualify for the entrance examination. Pass a personal interview round. Either hold a Bachelor's certificate with a margin of 180 ECTS scores or 2.5 grades.,100,"Bachelors- 12,500 € per year, Masters- 13,500 € yearly for the 90 ECTS and 120 ECTS versions, and 14,300 € yearly for the 60 ECTS version.",€ 5-55,September-March,Yes,"Wide range of programs in English 
Language,practice-oriented environment,Part of the largest university network",,708,3.6,318.00,110,Journalism,No,Broadcast journalist
10024244624,MBA Sales Management,University Of Europe For Applied Sciences,Business,"Application form
High School Diploma / Certificate
Undergraduate degree (Bachelor’s minimum 180 ECTS)
Language Proficiency* (or request to waive**)
CV
Copy of Passport
Letter of motivation
Non-EU applicants only: €3,000 deposit (This reservation fee will be deducted from the total amount of study fees)
Work experience certificate (1-year full-time work experience required)",1.5 years,Full time,"€12,332",Online & On-campus,Private,Germany,Berlin,"5- Berlin, Hamburg, Iserlohn and the UE Innovation Hub and new launch in Dubai",2000,147th in Germany and the 2552nd in the world.,https://www.ue-germany.com/,"Bachelors and Master Programs(MSc,MA)","Physochology,Business & Sports, Media and Event and Art & Design",25,"A resume or CV Photos Proof of English proficiency Application form along with the fee A cover letter A letter of motivation - 500 words High school graduation certificate High school transcripts A xerox of the passport A portfolio of your design to study design. If the applicants have low academic or entrance scores, they must submit a letter of recommendation from the last attended university.",IELTS band score from 6 Qualify for the entrance examination. Pass a personal interview round. Either hold a Bachelor's certificate with a margin of 180 ECTS scores or 2.5 grades.,100,"Bachelors- 12,500 € per year, Masters- 13,500 € yearly for the 90 ECTS and 120 ECTS versions, and 14,300 € yearly for the 60 ECTS version.",€ 5-56,September-March,Yes,"Wide range of programs in English 
Language,practice-oriented environment,Part of the largest university network",,924,3.7,320.00,115,Nutrition,Yes,Public Health dentist
